Country,Region,Happiness.Score,Log.GDP,Social.support,Life.Expectancy,Freedom.Choices,Generosity,Perceptions.Corruption
Sierra Leone,Middle East and Africa,3.92639994621277,7.26880311965942,0.636142015457153,50.8651428222656,0.715315043926239,0.0886607468128204,0.861330687999725
Burundi,Middle East and Africa,3.77530002593994,6.49264240264893,0.490325719118118,53.4000015258789,0.626350224018097,-0.0175515972077847,0.606934547424316
Zambia,Middle East and Africa,3.75939989089966,8.2247200012207,0.698824465274811,55.2993774414062,0.806500256061554,0.0780371278524399,0.801289677619934
Haiti,Americas,3.72079992294312,7.41132926940918,0.593247830867767,55.5986251831055,0.537825167179108,0.400534570217133,0.684767246246338
Lesotho,Middle East and Africa,3.6528000831604,7.96048831939697,0.780495703220367,48.0036239624023,0.738125860691071,-0.145732045173645,0.857392072677612
India,Southern and Eastern Asia,3.57329988479614,8.84982395172119,0.592200934886932,60.2151870727539,0.881444871425629,0.0575516074895859,0.772042691707611
Malawi,Middle East and Africa,3.53800010681152,7.06222629547119,0.544007301330566,57.592887878418,0.803223192691803,0.0214332789182663,0.731700778007507
Yemen,Middle East and Africa,3.52740001678467,7.75968265533447,0.817980587482452,56.7272834777832,0.599920272827148,-0.15773543715477,0.80028772354126
Botswana,Middle East and Africa,3.47889995574951,9.71120357513428,0.77912175655365,58.9244537353516,0.821328103542328,-0.250394493341446,0.777930915355682
Tanzania,Middle East and Africa,3.47620010375977,7.96766519546509,0.688933193683624,57.4960746765137,0.821539759635925,0.10966868698597,0.619799435138702
Central African Republic,Middle East and Africa,3.47589993476868,6.62516021728516,0.319459855556488,45.2000007629395,0.640880644321442,0.0824103578925133,0.891806662082672
Rwanda,Middle East and Africa,3.31229996681213,7.60010433197021,0.540835440158844,61.0988464355469,0.900589406490326,0.05548395216465,0.183541178703308
Zimbabwe,Middle East and Africa,3.2992000579834,7.86571168899536,0.763092756271362,55.617259979248,0.711457908153534,-0.0720639526844025,0.810236990451813
South Sudan,Middle East and Africa,2.81660008430481,7.42535972595215,0.553707122802734,51,0.451313614845276,0.0165185481309891,0.763417303562164
Afghanistan,Southern and Eastern Asia,2.56690001487732,7.46286058425903,0.470366954803467,52.5900001525879,0.396573007106781,-0.0964294001460075,0.933686554431915
